1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1099, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.15
1021, 0.16
1021, 0.16
1021, 0.16
1021, 0.16
1021, 0.17
1021, 0.17
1021, 0.17
1021, 0.17
1021, 0.17
1021, 0.18
1021, 0.18
1099, 0.18
1099, 0.19
1099, 0.19
1021, 0.19
1099, 0.19
1099, 0.19
1099, 0.19
1099, 0.19
1099, 0.20
1099, 0.20
1099, 0.20
1099, 0.20
1178, 0.20
1178, 0.20
1178, 0.20
1178, 0.20
1178, 0.20
1178, 0.20
1178, 0.20
1178, 0.20
1099, 0.21
1099, 0.21
1178, 0.21
1178, 0.21
1099, 0.21
1178, 0.21
1178, 0.21
1178, 0.20
1099, 0.21
1099, 0.21
1178, 0.21
1178, 0.21
1099, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1178, 0.21
1256, 0.21
1178, 0.21
1178, 0.21
1178, 0.20
1256, 0.21
1178, 0.21
1178, 0.20
1099, 0.20
1178, 0.20
