0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.00
0; 0.05
5; 0.05
31; 0.05
53; 0.05
67; 0.05
76; 0.05
83; 0.05
88; 0.05
93; 0.05
95; 0.05
96; 0.05
98; 0.05
101; 0.05
102; 0.05
102; 0.05
102; 0.05
103; 0.05
103; 0.05
105; 0.05
105; 0.05
103; 0.05
105; 0.05
105; 0.05
105; 0.05
105; 0.05
105; 0.05
106; 0.05
105; 0.05
106; 0.05
105; 0.05
103; 0.05
106; 0.05
105; 0.05
105; 0.05
106; 0.05
105; 0.05
105; 0.05
106; 0.05
106; 0.05
105; 0.05
103; 0.05
106; 0.05
106; 0.05
106; 0.05
105; 0.05
105; 0.05
105; 0.05
106; 0.05
106; 0.05
106; 0.05
105; 0.05
105; 0.05
106; 0.05
106; 0.05
106; 0.05
