0.00; 0.00

0.00; 0.00
0.00; 0.00
; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.13
0.00; 0.13
10.00; 0.13
63.75; 0.12
100.00; 0.09
118.75; 0.07
125.00; 0.07
125.00; 0.07
123.75; 0.07
123.75; 0.07
121.25; 0.07
122.50; 0.07
122.50; 0.07
123.75; 0.07
123.75; 0.07
123.75; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
121.25; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
123.75; 0.07
123.75; 0.07
123.75; 0.07
123.75; 0.07
123.75; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
121.25; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
123.75; 0.07
123.75; 0.07
123.75; 0.07
122.50; 0.07
123.75; 0.07
122.50; 0.07
123.75; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
123.75; 0.07
123.75; 0.07
123.75; 0.07
122.50; 0.07
123.75; 0.07
123.75; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
122.50; 0.07
123.75; 0.07
123.75; 0.07
123.75; 0.07
122.50; 0.07
123.75; 0.07
121.25; 0.07
112.50; 0.07
107.50; 0.07
110.00; 0.07
113.75; 0.07
116.25; 0.07
117.50; 0.07
117.50; 0.07
115.00; 0.07
111.25; 0.07
110.00; 0.07
112.50; 0.07
115.00; 0.07
115.00; 0.07
110.00; 0.07
102.50; 0.09
101.25; 0.09
106.25; 0.09
113.75; 0.07
120.00; 0.07
120.00; 0.07
115.00; 0.07
106.25; 0.09
106.25; 0.09
113.75; 0.07
120.00; 0.07
121.25; 0.07
121.25; 0.07
120.00; 0.00
121.25; 0.00
106.25; 0.00
90.00; 0.00
76.25; 0.00
62.50; 0.00
51.25; 0.00
41.25; 0.00
30.00; 0.00
22.50; 0.00
13.75; 0.00
7.50; 0.00
1.25; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.
