0, 0.00
.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00

0, 0.00
0, 000
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.01
0, 0.03
0, 0.04
0, 0.06
0, 0.08
0, 0.10
0, 0.12
0, 0.14
0, 0.16
0, 0.18
54, 0.20
172, 0.23
274, 0.25
353, 0.26
424, 0.27
471, 0.28
502, 0.29
526, 0.29
541, 0.29
557, 0.29
573, 0.29
573, 0.29
589, 0.29
596, 0.29
596, 0.29
604, 0.29
604, 0.29
604, 0.29
612, 0.29
612, 0.29
612, 0.29
612, 0.29
612, 0.29
620, 0.29
612, 0.29
620, 0.29
620, 0.29
620, 0.29
620, 0.29
620, 0.29
620, 0.29
612, 0.29
628, 0.29
620, 0.29
620, 0.29
628, 0.29
628, 0.29
628, 0.29
628, 0.29
628, 0.29
628, 0.29
620, 0.29
628, 0.29
628, 0.29
628, 0.29
628, 0.29
628, 0.29
628, 0.30
628, 0.32
636, 0.35
659, 0.38
659, 0.41
699, 0.45
730, 0.48
753, 0.50
785, 0.53
801, 0.56
824, 0.59
856, 0.62
879, 0.65
911, 0.67
926, 0.70
958, 0.72
973, 0.73
1005, 0.74
1005, 0.76
1028, 0.77
1036, 0.79
1044, 0.80
1083, 0.82
1099, 0.83
1075, 0.84
1099, 0.85
1075, 0.86
1036, 0.87
1083, 0.88
1075, 0.88
1068, 0.89
1075, 0.89
1068, 0.89
1060, 0.88
1083, 0.88
1068, 0.89
1068, 0.88
1021, 0.89
1021, 0.89
1068, 0.89
1060, 0.88
